sentence,bleu_score,rate
But the French will kill them all.,50.000000000000014,0.7264391183853149
Gay? Oh! I can't even say it.,100.00000000000004,0.8972822427749634
"He came over at night, kicked my legs in, dragged me out of bed, proceeded to kick the fucking fuckin’ shit out o’ me.",55.2411506166109,-0.9480989575386047
Of course he rolled his fucking eyes!,100.00000000000004,-0.9534304141998291
I'm the fucking customer here!,100.00000000000004,-0.9434844255447388
You're a lousy date.,100.00000000000004,0.9627591371536255
"Our biggest export, practically, is garbage, but apart from garbage we export military equipment.",100.00000000000004,0.9777014255523682
Get your gun and pull the trigger.,100.00000000000004,0.7966882586479187
Who is this man? What sort of monster is he?,73.48889200874659,0.8867313265800476
Just wanking!,0.0,0.9951069355010986
I'll fucking talk to your boss.,100.00000000000004,-0.8773952126502991
He planned it and He's a man Damn him to hell!,46.59538415189962,-0.9566159248352051
What did you do to him? Just kill him.,100.00000000000004,-0.8836100101470947
"How about a little ""Bitch, my boy ain't your baby's daddy""?",80.03203203845001,-0.9550584554672241
A bad system run by blacks is the same as bad system run by whites.,100.00000000000004,-0.8812787532806396
The humans would starve to death.,64.34588841607616,0.9703015089035034
Pumpkin pie is the best.,53.7284965911771,0.9864575266838074
Moron I. - Ballesteros M.A. - Valouskova V. - Gallo M.,100.00000000000004,0.9968094229698181
Marie did not waste precious moments being foolish.,100.00000000000004,-0.9224153161048889
Where's the fucking keys for this case? Where's the...,100.00000000000004,-0.8922284841537476
This is supposed to be a fucking happy time.,100.00000000000004,-0.9409027099609375
Quit breaking my shit.,100.00000000000004,-0.9503194689750671
"""He wouldn't tell you shit.""",100.00000000000004,-0.9314449429512024
Child'is a knife in the throat.,100.00000000000004,-0.6764402985572815
"You're kind of a jerk, aren't you?",100.00000000000004,-0.9645739197731018
Hmm? Poor Mom dying in front of me while he's across town screwing her?,81.53551038173119,0.9788891077041626
I'm gonna earn ab##i $1 million ##i of all of this shit.,34.51395513935864,-0.9496150612831116
Get your paws off me! Idiot!,100.00000000000004,0.9957928657531738
Did you really get them miners up the fucking hill in Pennsylvania?,42.50281413416977,-0.9384232759475708
"""If this ox goes a-traveling, he'll not bring across a horse""",39.07380249452502,0.9974181652069092
"Judge say, ""Mr. Petey Greene, we charging you with using your ?",93.06048591020995,0.995515763759613
I started the first fires in this little city.,70.71067811865478,0.9990261793136597
"Cos you brought me here to meet some guy ""Nigel"" that ain't even fuckin' here. Yeah.",87.39351325046809,0.559747040271759
"Stupid. Buff, it's not your fault.",100.00000000000004,-0.9637606143951416
"Well, it's about damn time!",100.00000000000004,-0.9223602414131165
You're quite young today. You seem different.,26.084743001221455,0.9985221028327942
"Davros, this will create enormous physical defects.",66.06328636027612,0.9980093836784363
Damn the wine.,100.00000000000004,-0.9268962144851685
"Try and talk your way out of this one, Mark!",76.91605673134588,0.9977268576622009
The last thing that got the better of me... I tracked her funky ass down... and tortured her for 16 fucking days.,91.63140145331569,-0.9387543797492981
It's the one with Jari's shoulder and the butt.,35.494810560100525,-0.5201548337936401
I'm not afraid. I don't give a fuck who knows.,100.00000000000004,-0.9313507080078125
"Jim pointed the shotgun at them and shouted, ""Drop 'em, damn it!""",88.43946454355333,-0.9409885406494141
"There used to be hamburger stands on the corner, and now there's fucking chicken stands on every corner.",74.36842870163196,-0.880329430103302
Throw me a sword!’,100.00000000000004,0.9838000535964966
You are Bob fucking Fosse.,100.00000000000004,-0.9533678293228149
"Have you ever had sex, ezra?",100.00000000000004,0.6158835291862488
I ain't your kid brother.,37.99178428257963,0.9599065780639648
You fucking forgot!,100.00000000000004,-0.9602148532867432
Holy shit.,0.0,-0.9502151608467102
"The living shit, my friend.",100.00000000000004,-0.931124210357666
"And if I did, and I was going to kill Archie, you would never know it.",100.00000000000004,0.732722282409668
I guess I'll bring you in next week and have your head removed.,100.00000000000004,0.9832046627998352
A fool-- you're so happy to see it.,59.694917920196445,-0.9544340968132019
Bullshit. They're like animals...,100.00000000000004,-0.9454737305641174
"You don't fucking talk to me, but you want me to see your eyebrows?",81.53551038173119,-0.8503362536430359
"Oh, my God. That's fucking awful.",100.00000000000004,-0.9140024185180664
I'm not about tothrow ##e that away... from some brown-nosing mediocrity named Marni.,56.85488870277223,0.9919586181640625
You're the only girl I've ever met.,59.4603557501361,0.9959419369697571
"You know what, you shut up.",100.00000000000004,-0.8591277003288269
"Damn you, shorteralls!",100.00000000000004,-0.9613007307052612
I will claw and tear you like a wolverine.,46.713797772819994,0.9710606932640076
"Oh, God, they did things you can't imagine. You son-of-a-bitch!",100.00000000000004,-0.8719832301139832
Johnny fuckin' Utah!,100.00000000000004,-0.942916750907898
Okay You've had your chance Now go to hell!,65.80370064762461,0.9894202947616577
Seems dangerous. And stupid.,100.00000000000004,-0.9669554233551025
You get over here and engage in intercourse with me! It's the fifteenth!,100.00000000000004,0.995573878288269
I knew this was a fucking bad idea.,100.00000000000004,-0.9209625124931335
"This guy Milton got a rough cut, Prop Joe… this Jamaican kid who got the cut off Gay Street.",46.171734249111026,0.824130117893219
Why the hell did you leave her?,59.4603557501361,0.9703421592712402
"Dr. Bloom asked me to send a copy of The Psychiatrist and the Law to Will Graham. His assistant was supposed to give me the address and phone number, but, damn it, she never did.",93.53695731020622,0.5773258209228516
"Meanwhile, she's fucking every guy in the neighborhood.",100.00000000000004,-0.9305259585380554
Fucking laughing at me!,100.00000000000004,-0.941560685634613
"What' up man, you don't look crappy, aight?",100.00000000000004,-0.6172146797180176
"Damn, J-dawg, that's destruction of the property.",70.71067811865478,-0.9247159361839294
"Listen, mate, Paul, just fucking... I need to get out, yeah?",84.92326635760686,-0.9443530440330505
Bury me in a lonely place of dying.,100.00000000000004,0.9830896854400635
He set you up to destroy the world. He didn't leave me shit.,80.03203203845001,-0.9298222661018372
I love you.,35.35533905932737,0.9964535236358643
The administrative job is taking over my career.,66.06328636027612,0.9990604519844055
Did you wake him up?,37.99178428257963,0.9977461695671082
You must be shitting me.,53.7284965911771,0.6807098984718323
ACP was a species doomed to extinction.,50.000000000000014,0.9987323880195618
"If you see someone inside a car withextra protection, you cwould blow extra would eardrum.",18.436943899116642,0.9972730278968811
Loaded cheats,0.0,-0.6670328378677368
"When I married your daddy... oh, Lord, but I was a fool for that man.",100.00000000000004,-0.9050062298774719
Cold pizza... you might as well put a bag of milk on your belly.,61.3370601087477,0.99065101146698
We'll put that romantic idealism down to sleep once and for all.,59.230330720232516,0.9980113506317139
What the hell took you so long?,100.00000000000004,0.9608020782470703
"Damn. Dangerous times, man.",100.00000000000004,-0.9586947560310364
"Right. So shut up, get in the truck before I change my mind.",100.00000000000004,0.9554230570793152
"Is his head , oforange shaped like the rest of him?",48.326978309062184,0.9788265228271484
"She was about to throw you and your pathetic life to the F.E.C. Wolves, and you panicked.",88.43865924896839,-0.9489281177520752
What the hell are you doing to people?,100.00000000000004,0.9356800317764282
Everyone's scared shitless.,100.00000000000004,-0.9514007568359375
"Oh, shit. I got it on a bad investment.",73.48889200874659,-0.9407104849815369
That and a big big poster.,48.892302243490086,0.9741305112838745
Your upstairs bedroom Sophie is allowing me to have sex with her.,79.10665071754353,0.9641345739364624
That she was really getting on my tits.,75.06238537503395,-0.5034390687942505
You should give the extra out to niki because she's ...,38.67706276352344,0.9951621890068054
"You know, my head is pounding, I want to be up in, fuck, like, four hours.",87.25129388059685,-0.9382641911506653
"They're so fucking spaced out, they wouldn't even know it.",100.00000000000004,-0.93532395362854
I appreciate that when you were going to kill me... ...you were simply following orders.,100.00000000000004,0.5648865699768066
Adams. - I do not need to be reminded That I am an old dotard.,82.82477531331043,0.9927971959114075
You devils have taken my family! My home! I just lost everything!,80.03203203845001,0.9909275770187378
I don't fucking believe it.,100.00000000000004,-0.5210058689117432
"Yeah, angry chicks are the worst.",100.00000000000004,-0.9502625465393066
"I can help you. I want to help you, and not because I like you, which so far I don't, but because I like adventure, and, damn it, I want in.",93.18384811154839,-0.8993423581123352
"Take your fucking goddamn fingers and get the fuck off my set, before you make somebody pinkeye!",68.8836505346656,-0.9671051502227783
"Damn, Joe, when you gonna get that big truck, Joe?",78.25422900366432,-0.95503169298172
What the fuck is wrong with you?,100.00000000000004,-0.9480093717575073
"She looked at Rhun: the Fool was weeping, tears streaking his distorted features.",100.00000000000004,0.5064966082572937
Pile those Persians high.,100.00000000000004,0.9538523554801941
"""If Hell will have you.",100.00000000000004,0.921953022480011
"Fuck, have you seen that?",100.00000000000004,-0.9467720985412598
Bruce Lee would have been proud of that shit.,100.00000000000004,-0.9429696202278137
I'll take your car in the garage here.,75.06238537503395,0.9977224469184875
There was a time when all I dreamed of was your lips beneath my hands.,61.28081331864041,0.992821991443634
Don't say that right in front of me.,48.54917717073236,0.9982854723930359
What the hell was everyone thinking?,48.892302243490086,0.994210958480835
Are you here to drink or to fuck?,100.00000000000004,-0.9204398393630981
"My friend, whatever you have in your hands fink.",37.81790427652475,0.9922428727149963
"Monster, they had to give him a medal, not kill him.",78.25422900366432,-0.6344062685966492
"Okay, he's got a damn Spy satellite in his bathroom.",73.48889200874659,-0.9498060345649719
Lab ##lab Carter at your service.,46.713797772819994,0.9976558685302734
Fitzhugh is dangling! - Shit!,100.00000000000004,-0.9525548815727234
"""And if we get them both killed, what about their kids?",100.00000000000004,0.9415242075920105
I'll wait quietly there.,42.72870063962342,0.9988275170326233
You want a spanking that Uncle Bill gave you last night?,73.48889200874659,0.9975757002830505
"And if I have to come back here for any more of this crazy crap, you're gonna find yourself walking out of your room wearing handcuffs.",80.20219183488042,-0.942091703414917
"My brothers and sisters, screwed me a ?",86.33400213704509,0.6394697427749634
Remo told me where to find you. Before he skipped away after all that shit shit went down.,59.485907024027185,0.5962509512901306
You ain't shit.,100.00000000000004,-0.9460496306419373
"No, you don't... you don't have to mess it up just for me.",83.94327083733333,0.9925832748413086
Mind your language? To hell!,100.00000000000004,0.9851437211036682
How much more of this stuff is there ?,59.694917920196445,0.9980294108390808
We're not going to fucking kill anybody!,100.00000000000004,-0.9505563974380493
"Long story short, they had to find it.",70.71067811865478,0.9991338849067688
"I would have captured him myself, but he looked like a coward.",78.25422900366432,-0.9477581977844238
"You do not call her that, gonad!",100.00000000000004,0.9972303509712219
"I'd give you the finger, but I'm running out of ones to spare.",100.00000000000004,0.9955626726150513
"From now on, I want you to do one little push-up a day... every day.",85.78928092681438,0.9981812238693237
"Fuck, Michela!",100.00000000000004,-0.9513605237007141
"The reputation was, ""Don't f*** king with Laird.""",80.03203203845001,0.7865108251571655
"Fuck, man, I had a horrible dream.",100.00000000000004,-0.9562853574752808
That shit ain't no joke.,100.00000000000004,-0.9273845553398132
If Richie was here you wouldn't know that shit.,65.80370064762461,-0.9378507733345032
"like the fuckin' goddamn bastard that he is, h-h-he looks out the window and makes eye contact with this fucking up on the sidewalk, right?",72.54204378043244,-0.9546654224395752
"Well, I hope you assholes are as ready as you think you are.",100.00000000000004,-0.9481768608093262
"The man from the moon, but you've killed him already.",100.00000000000004,0.9157102108001709
"""Where in the Nine Hells did I put me damned locket?""",100.00000000000004,-0.9224425554275513
Teach you a good lesson.,37.99178428257963,0.9986881613731384
"Oh, you're fucking joking.",100.00000000000004,-0.9504884481430054
"“Go ahead, change the subject,” Cary bitched.",100.00000000000004,0.9135928750038147
Get off me !,100.00000000000004,0.995183527469635
Damn you. I've paid the deposit.,100.00000000000004,-0.9542615413665771
"""They must think me this much of a fool.",100.00000000000004,-0.9564535021781921
"Today it's two, tomorrow it's three, and then the next thing you know, you're with the Roxy andfering to lick Nikki Sixx's toes for a cup and chocolate fudge ripple!",64.76102747181675,0.9758481383323669
Do me a favor. Get rid of him!,100.00000000000004,0.9800961017608643
Thanks for the extra balls!,37.99178428257963,0.5211420655250549
Not only did you not save this dude's life... you just make good friends with Cyrus the zombie Virus.,67.25157402359801,0.9476884007453918
What if I took the wrong job?,59.4603557501361,0.998342752456665
That you don't count.,42.72870063962342,0.9983285069465637
Murdering the king of Reseune is one of them.,70.71067811865478,-0.5023202896118164
Another graduate of the House School of Being a Dick.,100.00000000000004,0.8410738110542297
Then I think we're both crazy.,48.892302243490086,0.8994207978248596
She's cheating on you with a fucking freak!,66.06328636027612,-0.9583472609519958
Shit! Lord!,100.00000000000004,-0.9546181559562683
"My God, we die.",100.00000000000004,0.9950054287910461
"You're an idiot. Back to your room, Peter.",100.00000000000004,-0.9661234021186829
You pathetic infant!,100.00000000000004,-0.9604976177215576
"What are you looking at, you goof?",100.00000000000004,0.9385533928871155
"Yeah, I went to the fucking bathroom. -Really?",100.00000000000004,-0.9029396176338196
"Shit, comes to dunkers, you solve probably six, seven out of 10.",100.00000000000004,-0.9325735569000244
"""You'll get your letter again when the old guy gets his mail"".",44.80304273880272,0.9949833154678345
